query	_id	_score	entrezgene	name	summary	symbol
SKAP2	8935	95.38554	8935	src kinase associated phosphoprotein 2	The protein encoded by this gene shares homology with Src kinase-associated phosphoprotein 1, and is a substrate of Src family kinases. It is an adaptor protein that is thought to play an essential role in the Src signaling pathway, and in regulating proper activation of the immune system. This protein contains an amino terminal coiled-coil domain for self-dimerization, a plecskstrin homology (PH) domain required for interactions with lipids at the membrane, and a Src homology (SH3) domain at the carboxy terminus. Some reports indicate that this protein inhibits actin polymerization through interactions with actin assembly factors, and might negatively regulate the invasiveness of tumors by modulating actin assembly. Alternative splicing results in multiple transcript variants encoding different isoforms.	SKAP2
ITGA2	3673	94.933174	3673	integrin subunit alpha 2	This gene encodes the alpha subunit of a transmembrane receptor for collagens and related proteins. The encoded protein forms a heterodimer with a beta subunit and mediates the adhesion of platelets and other cell types to the extracellular matrix. Loss of the encoded protein is associated with bleeding disorder platelet-type 9. Antibodies against this protein are found in several immune disorders, including neonatal alloimmune thrombocytopenia. This gene is located adjacent to a related alpha subunit gene. Alternative splicing results in multiple transcript variants.	ITGA2
ANO1	55107	96.14476	55107	anoctamin 1		ANO1
LAMB3	3914	95.165184	3914	laminin subunit beta 3	The product encoded by this gene is a laminin that belongs to a family of basement membrane proteins. This protein is a beta subunit laminin, which together with an alpha and a gamma subunit, forms laminin-5. Mutations in this gene cause epidermolysis bullosa junctional Herlitz type, and generalized atrophic benign epidermolysis bullosa, diseases that are characterized by blistering of the skin. Multiple alternatively spliced transcript variants that encode the same protein have been found for this gene.	LAMB3
ITGB6	3694	90.01073	3694	integrin subunit beta 6	This gene encodes a protein that is a member of the integrin superfamily. Members of this family are adhesion receptors that function in signaling from the extracellular matrix to the cell. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. The encoded protein forms a dimer with an alpha v chain and this heterodimer can bind to ligands like fibronectin and transforming growth factor beta 1. Alternate splicing results in multiple transcript variants.	ITGB6
CAP1	10487	95.3786	10487	adenylate cyclase associated protein 1	The protein encoded by this gene is related to the S. cerevisiae CAP protein, which is involved in the cyclic AMP pathway. The human protein is able to interact with other molecules of the same protein, as well as with CAP2 and actin. Alternatively spliced transcript variants encoding different isoforms have been identified.	CAP1
RAB11A	8766	93.87228	8766	RAB11A, member RAS oncogene family	The protein encoded by this gene belongs to the Rab family of the small GTPase superfamily. It is associated with both constitutive and regulated secretory pathways, and may be involved in protein transport. Two transcript variants encoding different isoforms have been found for this gene.	RAB11A
CEACAM5	1048	102.36325	1048	carcinoembryonic antigen related cell adhesion molecule 5	This gene encodes a cell surface glycoprotein that represents the founding member of the carcinoembryonic antigen (CEA) family of proteins. The encoded protein is used as a clinical biomarker for gastrointestinal cancers and may promote tumor development through its role as a cell adhesion molecule. Additionally, the encoded protein may regulate differentiation, apoptosis, and cell polarity. This gene is present in a CEA family gene cluster on chromosome 19. Alternative splicing results in multiple transcript variants.	CEACAM5
HRH1	3269	94.4902	3269	histamine receptor H1	Histamine is a ubiquitous messenger molecule released from mast cells, enterochromaffin-like cells, and neurons. Its various actions are mediated by histamine receptors H1, H2, H3 and H4. The protein encoded by this gene is an integral membrane protein and belongs to the G protein-coupled receptor superfamily. It mediates the contraction of smooth muscles, the increase in capillary permeability due to contraction of terminal venules, the release of catecholamine from adrenal medulla, and neurotransmission in the central nervous system. It has been associated with multiple processes, including memory and learning, circadian rhythm, and thermoregulation. It is also known to contribute to the pathophysiology of allergic diseases such as atopic dermatitis, asthma, anaphylaxis and allergic rhinitis. Multiple alternatively spliced variants, encoding the same protein, have been identified.	HRH1
SAMD9	54809	97.6332	54809	sterile alpha motif domain containing 9	This gene encodes a sterile alpha motif domain-containing protein. The encoded protein localizes to the cytoplasm and may play a role in regulating cell proliferation and apoptosis. Mutations in this gene are the cause of normophosphatemic familial tumoral calcinosis. Alternate splicing results in multiple transcript variants that encode the same protein.	SAMD9
PKM	5315	94.91569	5315	pyruvate kinase, muscle	This gene encodes a protein involved in glycolysis. The encoded protein is a pyruvate kinase that catalyzes the transfer of a phosphoryl group from phosphoenolpyruvate to ADP, generating ATP and pyruvate. This protein has been shown to interact with thyroid hormone and may mediate cellular metabolic effects induced by thyroid hormones. This protein has been found to bind Opa protein, a bacterial outer membrane protein involved in gonococcal adherence to and invasion of human cells, suggesting a role of this protein in bacterial pathogenesis. Several alternatively spliced transcript variants encoding a few distinct isoforms have been reported.	PKM
ARPC2	10109	92.103264	10109	actin related protein 2/3 complex subunit 2	This gene encodes one of seven subunits of the human Arp2/3 protein complex. The Arp2/3 protein complex has been implicated in the control of actin polymerization in cells and has been conserved through evolution. The exact role of the protein encoded by this gene, the p34 subunit, has yet to be determined. Two alternatively spliced variants have been characterized to date. Additional alternatively spliced variants have been described but their full length nature has not been determined.	ARPC2
ARPC5	10092	93.67429	10092	actin related protein 2/3 complex subunit 5	This gene encodes one of seven subunits of the human Arp2/3 protein complex. The Arp2/3 protein complex has been implicated in the control of actin polymerization in cells and has been conserved through evolution. The exact role of the protein encoded by this gene, the p16 subunit, has yet to be determined. Alternatively spliced transcript variants encoding different isoforms have been observed for this gene.	ARPC5
LAMC2	3918	96.698875	3918	laminin subunit gamma 2	Laminins, a family of extracellular matrix glycoproteins, are the major noncollagenous constituent of basement membranes. They have been implicated in a wide variety of biological processes including cell adhesion, differentiation, migration, signaling, neurite outgrowth and metastasis. Laminins, composed of 3 non identical chains: laminin alpha, beta and gamma (formerly A, B1, and B2, respectively), have a cruciform structure consisting of 3 short arms, each formed by a different chain, and a long arm composed of all 3 chains. Each laminin chain is a multidomain protein encoded by a distinct gene. Several isoforms of each chain have been described. Different alpha, beta and gamma chain isomers combine to give rise to different heterotrimeric laminin isoforms which are designated by Arabic numerals in the order of their discovery, i.e. alpha1beta1gamma1 heterotrimer is laminin 1. The biological functions of the different chains and trimer molecules are largely unknown, but some of the chains have been shown to differ with respect to their tissue distribution, presumably reflecting diverse functions in vivo. This gene encodes the gamma chain isoform laminin, gamma 2. The gamma 2 chain, formerly thought to be a truncated version of beta chain (B2t), is highly homologous to the gamma 1 chain; however, it lacks domain VI, and domains V, IV and III are shorter. It is expressed in several fetal tissues but differently from gamma 1, and is specifically localized to epithelial cells in skin, lung and kidney. The gamma 2 chain together with alpha 3 and beta 3 chains constitute laminin 5 (earlier known as kalinin), which is an integral part of the anchoring filaments that connect epithelial cells to the underlying basement membrane. The epithelium-specific expression of the gamma 2 chain implied its role as an epithelium attachment molecule, and mutations in this gene have been associated with junctional epidermolysis bullosa, a skin disease characterized by blisters due to disruption of the epidermal-dermal junction. Two transcript variants resulting from alternative splicing of the 3' terminal exon, and encoding different isoforms of gamma 2 chain, have been described. The two variants are differentially expressed in embryonic tissues, however, the biological significance of the two forms is not known. Transcript variants utilizing alternative polyA_signal have also been noted in literature.	LAMC2
CORO2A	7464	96.994125	7464	coronin 2A	This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. This protein contains 5 WD repeats, and has a structural similarity with actin-binding proteins: the D. discoideum coronin and the human p57 protein, suggesting that this protein may also be an actin-binding protein that regulates cell motility. Alternative splicing of this gene generates 2 transcript variants.	CORO2A
CAPG	822	100.28466	822	capping actin protein, gelsolin like	This gene encodes a member of the gelsolin/villin family of actin-regulatory proteins. The encoded protein reversibly blocks the barbed ends of F-actin filaments in a Ca2+ and phosphoinositide-regulated manner, but does not sever preformed actin filaments. By capping the barbed ends of actin filaments, the encoded protein contributes to the control of actin-based motility in non-muscle cells. Alternatively spliced transcript variants have been observed for this gene.	CAPG
CKLF	51192	102.36663	51192	chemokine like factor	The product of this gene is a cytokine. Cytokines are small proteins that have an essential role in the immune and inflammatory responses. This gene is one of several chemokine-like factor genes located in a cluster on chromosome 16. The protein encoded by this gene is a potent chemoattractant for neutrophils, monocytes and lymphocytes. It also can stimulate the proliferation of skeletal muscle cells. This protein may play important roles in inflammation and in the regeneration of skeletal muscle. Alternatively spliced transcript variants encoding different isoforms have been identified. Naturally occurring read-through transcription occurs between this locus and the neighboring locus CMTM1 (CKLF-like MARVEL transmembrane domain containing 1).	CKLF
RHOF	54509	92.91415	54509	ras homolog family member F, filopodia associated		RHOF
BCAR3	8412	95.63159	8412	breast cancer anti-estrogen resistance 3	Breast tumors are initially dependent on estrogens for growth and progression and can be inhibited by anti-estrogens such as tamoxifen. However, breast cancers progress to become anti-estrogen resistant. Breast cancer anti-estrogen resistance gene 3 was identified in the search for genes involved in the development of estrogen resistance. The gene encodes a component of intracellular signal transduction that causes estrogen-independent proliferation in human breast cancer cells. The protein contains a putative src homology 2 (SH2) domain, a hall mark of cellular tyrosine kinase signaling molecules, and is partly homologous to the cell division cycle protein CDC48. Multiple transcript variants encoding different isoforms have been found for this gene.	BCAR3
MISP	126353	94.687675	126353	mitotic spindle positioning	The protein encoded by this gene is an actin-bundling protein involved in determining cell morphology and mitotic progression. The encoded protein is required for the proper positioning of the mitotic spindle. Two transcript variants, one protein-coding and the other non-protein coding, have been found for this gene.	MISP
KRT17	3872	98.28605	3872	keratin 17	This gene encodes the type I intermediate filament chain keratin 17, expressed in nail bed, hair follicle, sebaceous glands, and other epidermal appendages. Mutations in this gene lead to Jackson-Lawler type pachyonychia congenita and steatocystoma multiplex.	KRT17
CRIP1	1396	97.94429	1396	cysteine rich protein 1	Cysteine-rich intestinal protein (CRIP) belongs to the LIM/double zinc finger protein family, members of which include cysteine- and glycine-rich protein-1 (CSRP1; MIM 123876), rhombotin-1 (RBTN1; MIM 186921), rhombotin-2 (RBTN2; MIM 180385), and rhombotin-3 (RBTN3; MIM 180386). CRIP may be involved in intestinal zinc transport (Hempe and Cousins, 1991 [PubMed 1946385]).	CRIP1
RALB	5899	92.935646	5899	RAS like proto-oncogene B	This gene encodes a GTP-binding protein that belongs to the small GTPase superfamily and Ras family of proteins. GTP-binding proteins mediate the transmembrane signaling initiated by the occupancy of certain cell surface receptors.	RALB
RALA	5898	94.93187	5898	RAS like proto-oncogene A	The product of this gene belongs to the small GTPase superfamily, Ras family of proteins. GTP-binding proteins mediate the transmembrane signaling initiated by the occupancy of certain cell surface receptors. This gene encodes a low molecular mass ras-like GTP-binding protein that shares about 50% similarity with other ras proteins.	RALA
ABHD17C	58489	98.28649	58489	abhydrolase domain containing 17C		ABHD17C
C19orf33	64073	113.74823	64073	chromosome 19 open reading frame 33	The protein encoded by this gene has been shown to be upregulated in SV40-immortalized fibroblasts as well as in endometrial carcinoma cells. The encoded protein is found primarily in the nucleus. This protein may play a role in placental development and diseases such as pre-eclampsia. Two transcript variants encoding different isoforms have been found for this gene.	C19orf33
FOXP3	50943	95.88235	50943	forkhead box P3	The protein encoded by this gene is a member of the forkhead/winged-helix family of transcriptional regulators. Defects in this gene are the cause of immunodeficiency polyendocrinopathy, enteropathy, X-linked syndrome (IPEX), also known as X-linked autoimmunity-immunodeficiency syndrome. Alternatively spliced transcript variants encoding different isoforms have been identified.	FOXP3
SEC14L2	23541	96.41748	23541	SEC14 like lipid binding 2	This gene encodes a cytosolic protein which belongs to a family of lipid-binding proteins including Sec14p, alpha-tocopherol transfer protein, and cellular retinol-binding protein. The encoded protein stimulates squalene monooxygenase which is a downstream enzyme in the cholesterol biosynthetic pathway. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene.	SEC14L2
MYO1E	4643	95.88278	4643	myosin IE	This gene encodes a member of the nonmuscle class I myosins which are a subgroup of the unconventional myosin protein family. The unconventional myosin proteins function as actin-based molecular motors. Class I myosins are characterized by a head (motor) domain, a regulatory domain and a either a short or long tail domain. Among the class I myosins, this protein is distinguished by a long tail domain that is involved in crosslinking actin filaments. This protein localizes to the cytoplasm and may be involved in intracellular movement and membrane trafficking. Mutations in this gene are the cause of focal segmental glomerulosclerosis-6. This gene has been referred to as myosin IC in the literature but is distinct from the myosin IC gene located on chromosome 17.	MYO1E
SMS	6611	92.763245	6611	spermine synthase	This gene encodes a protein belonging to the spermidine/spermin synthase family. Pseudogenes of this gene are located on chromosomes 1, 5, 6 and X. Mutations in this gene are associated with X-linked Snyder-Robinson mental retardation syndrome. Multiple transcript variants encoding different isoforms have been found for this gene.	SMS
MBOAT2	129642	93.86855	129642	membrane bound O-acyltransferase domain containing 2		MBOAT2
GPRC5A	9052	94.050766	9052	G protein-coupled receptor class C group 5 member A	This gene encodes a member of the type 3 G protein-coupling receptor family, characterized by the signature 7-transmembrane domain motif. The encoded protein may be involved in interaction between retinoid acid and G protein signalling pathways. Retinoic acid plays a critical role in development, cellular growth, and differentiation. This gene may play a role in embryonic development and epithelial cell differentiation.	GPRC5A
FHL2	2274	94.07118	2274	four and a half LIM domains 2	This gene encodes a member of the four-and-a-half-LIM-only protein family. Family members contain two highly conserved, tandemly arranged, zinc finger domains with four highly conserved cysteines binding a zinc atom in each zinc finger. This protein is thought to have a role in the assembly of extracellular membranes. Also, this gene is down-regulated during transformation of normal myoblasts to rhabdomyosarcoma cells and the encoded protein may function as a link between presenilin-2 and an intracellular signaling pathway. Multiple alternatively spliced variants encoding different isoforms have been identified.	FHL2
ARF6	382	94.277855	382	ADP ribosylation factor 6	This gene encodes a member of the human ARF gene family, which is part of the RAS superfamily. The ARF genes encode small guanine nucleotide-binding proteins that stimulate the ADP-ribosyltransferase activity of cholera toxin and play a role in vesicular trafficking and as activators of phospholipase D. The product of this gene is localized to the plasma membrane, and regulates vesicular trafficking, remodelling of membrane lipids, and signaling pathways that lead to actin remodeling. A pseudogene of this gene is located on chromosome 7.	ARF6
AP2M1	1173	92.40298	1173	adaptor related protein complex 2 mu 1 subunit	This gene encodes a subunit of the heterotetrameric coat assembly protein complex 2 (AP2), which belongs to the adaptor complexes medium subunits family. The encoded protein is required for the activity of a vacuolar ATPase, which is responsible for proton pumping occurring in the acidification of endosomes and lysosomes. The encoded protein may also play an important role in regulating the intracellular trafficking and function of CTLA-4 protein. Three transcript variants encoding different isoforms have been found for this gene.	AP2M1
SPARC	6678	96.16833	6678	secreted protein acidic and cysteine rich	This gene encodes a cysteine-rich acidic matrix-associated protein. The encoded protein is required for the collagen in bone to become calcified but is also involved in extracellular matrix synthesis and promotion of changes to cell shape. The gene product has been associated with tumor suppression but has also been correlated with metastasis based on changes to cell shape which can promote tumor cell invasion. Three transcript variants encoding different isoforms have been found for this gene.	SPARC
S100A6	6277	100.75407	6277	S100 calcium binding protein A6	The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in stimulation of Ca2+-dependent insulin release, stimulation of prolactin secretion, and exocytosis. Chromosomal rearrangements and altered expression of this gene have been implicated in melanoma.	S100A6
RAP2B	5912	96.72214	5912	RAP2B, member of RAS oncogene family	This intronless gene belongs to a family of RAS-related genes. The proteins encoded by these genes share approximately 50% amino acid identity with the classical RAS proteins and have numerous structural features in common. The most striking difference between the RAP and RAS proteins resides in their 61st amino acid: glutamine in RAS is replaced by threonine in RAP proteins. Evidence suggests that this protein may be polyisoprenylated and palmitoylated.	RAP2B
COL5A2	1290	94.27654	1290	collagen type V alpha 2 chain	This gene encodes an alpha chain for one of the low abundance fibrillar collagens. Fibrillar collagen molecules are trimers that can be composed of one or more types of alpha chains. Type V collagen is found in tissues containing type I collagen and appears to regulate the assembly of heterotypic fibers composed of both type I and type V collagen. This gene product is closely related to type XI collagen and it is possible that the collagen chains of types V and XI constitute a single collagen type with tissue-specific chain combinations. Mutations in this gene are associated with Ehlers-Danlos syndrome, types I and II.	COL5A2
FERMT1	55612	94.28026	55612	fermitin family member 1	This gene encodes a member of the fermitin family, and contains a FERM domain and a pleckstrin homology domain. The encoded protein is involved in integrin signaling and linkage of the actin cytoskeleton to the extracellular matrix. Mutations in this gene have been linked to Kindler syndrome.	FERMT1
CST1	1469	116.86941	1469	cystatin SN	The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes a cysteine proteinase inhibitor found in saliva, tears, urine, and seminal fluid.	CST1
IL2RG	3561	96.70164	3561	interleukin 2 receptor subunit gamma	The protein encoded by this gene is an important signaling component of many interleukin receptors, including those of interleukin -2, -4, -7 and -21, and is thus referred to as the common gamma chain. Mutations in this gene cause X-linked severe combined immunodeficiency (XSCID), as well as X-linked combined immunodeficiency (XCID), a less severe immunodeficiency disorder.	IL2RG
WNT2	7472	95.878784	7472	Wnt family member 2	This gene is a member of the WNT gene family. The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. Alternatively spliced transcript variants have been identified for this gene.	WNT2
STX6	10228	92.24256	10228	syntaxin 6		STX6
HN1	51155	96.16463	51155	hematological and neurological expressed 1		HN1
COL10A1	1300	96.14507	1300	collagen type X alpha 1 chain	This gene encodes the alpha chain of type X collagen, a short chain collagen expressed by hypertrophic chondrocytes during endochondral ossification. Unlike type VIII collagen, the other short chain collagen, type X collagen is a homotrimer. Mutations in this gene are associated with Schmid type metaphyseal chondrodysplasia (SMCD) and Japanese type spondylometaphyseal dysplasia (SMD).	COL10A1
PFDN1	5201	94.469345	5201	prefoldin subunit 1	This gene encodes a member of the prefoldin beta subunit family. The encoded protein is one of six subunits of prefoldin, a molecular chaperone complex that binds and stabilizes newly synthesized polypeptides, thereby allowing them to fold correctly. The complex, consisting of two alpha and four beta subunits, forms a double beta barrel assembly with six protruding coiled-coils.	PFDN1
S100P	6286	94.91201	6286	S100 calcium binding protein P	The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21; however, this gene is located at 4p16. This protein, in addition to binding Ca2+, also binds Zn2+ and Mg2+. This protein may play a role in the etiology of prostate cancer.	S100P
