query	_id	_score	entrezgene	name	summary	symbol
VWA2	340706	92.93369	340706	von Willebrand factor A domain containing 2	This gene encodes a member of the von Willebrand factor A-like domain protein superfamily. The encoded protein is localized to the extracellular matrix and may serve as a structural component in basement membranes or in anchoring structures on scaffolds of collagen VII or fibrillin. This gene has been linked to type 1A diabetes and is a candidate serological marker for colon cancer.	VWA2
CD24	100133941	99.027435	100133941	CD24 molecule	This gene encodes a sialoglycoprotein that is expressed on mature granulocytes and B cells and modulates growth and differentiation signals to these cells. The precursor protein is cleaved to a short 32 amino acid mature peptide which is anchored via a glycosyl phosphatidylinositol (GPI) link to the cell surface. This gene was missing from previous genome assemblies, but is properly located on chromosome 6. Non-transcribed pseudogenes have been designated on chromosomes 1, 15, 20, and Y. Alternative splicing results in multiple transcript variants.	CD24
TOMM34	10953	94.91201	10953	translocase of outer mitochondrial membrane 34	The protein encoded by this gene is involved in the import of precursor proteins into mitochondria. The encoded protein has a chaperone-like activity, binding the mature portion of unfolded proteins and aiding their import into mitochondria. This protein, which is found in the cytoplasm and sometimes associated with the outer mitochondrial membrane, has a weak ATPase activity and contains 6 TPR repeats.	TOMM34
TBL2	26608	93.29617	26608	transducin beta like 2	This gene encodes a member of the beta-transducin protein family. Most proteins of the beta-transducin family are involved in regulatory functions. This protein is possibly involved in some intracellular signaling pathway. This gene is deleted in Williams-Beuren syndrome, a developmental disorder caused by deletion of multiple genes at 7q11.23.	TBL2
USH1C	10083	93.297935	10083	USH1 protein network component harmonin	This gene encodes a scaffold protein that functions in the assembly of Usher protein complexes. The protein contains PDZ domains, a coiled-coil region with a bipartite nuclear localization signal and a PEST degradation sequence. Defects in this gene are the cause of Usher syndrome type 1C and non-syndromic sensorineural deafness autosomal recessive type 18. Multiple transcript variants encoding different isoforms have been found for this gene.	USH1C
PAFAH1B3	5050	98.28605	5050	platelet activating factor acetylhydrolase 1b catalytic subunit 3	This gene encodes an acetylhydrolase that catalyzes the removal of an acetyl group from the glycerol backbone of platelet-activating factor. The encoded enzyme is a subunit of the platelet-activating factor acetylhydrolase isoform 1B complex, which consists of the catalytic beta and gamma subunits and the regulatory alpha subunit. This complex functions in brain development. A translocation between this gene on chromosome 19 and the CDC-like kinase 2 gene on chromosome 1 has been observed, and was associated with mental retardation, ataxia, and atrophy of the brain. Alternatively spliced transcript variants have been described.	PAFAH1B3
CCNF	899	93.653244	899	cyclin F	This gene encodes a member of the cyclin family. Cyclins are important regulators of cell cycle transitions through their ability to bind and activate cyclin-dependent protein kinases. This member also belongs to the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class and it was one of the first proteins in which the F-box motif was identified.	CCNF
PRR11	55771	93.275116	55771	proline rich 11		PRR11
AMMECR1	9949	94.935585	9949	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	The exact function of this gene is not known, however, submicroscopic deletion of the X chromosome including this gene, COL4A5, and FACL4 genes, result in a contiguous gene deletion syndrome, the AMME complex (Alport syndrome, mental retardation, midface hypoplasia, and elliptocytosis). Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	AMMECR1
MYO5B	4645	92.91415	4645	myosin VB	The protein encoded by this gene, together with other proteins, may be involved in plasma membrane recycling. Mutations in this gene are associated with microvillous inclusion disease.	MYO5B
TSN	7247	93.676056	7247	translin	This gene encodes a DNA-binding protein which specifically recognizes conserved target sequences at the breakpoint junction of chromosomal translocations. Translin polypeptides form a multimeric structure that is responsible for its DNA-binding activity. Recombination-associated motifs and translin-binding sites are present at recombination hotspots and may serve as indicators of breakpoints in genes which are fused by translocations. These binding activities may play a crucial role in chromosomal translocation in lymphoid neoplasms. This protein encoded by this gene, when complexed with translin-associated protein X, also forms a Mg ion-dependent endoribonuclease that promotes RNA-induced silencing complex (RISC) activation. Alternative splicing results in multiple transcript variants.	TSN
MIS18A	54069	97.61215	54069	MIS18 kinetochore protein A		MIS18A
ITGA2	3673	94.933174	3673	integrin subunit alpha 2	This gene encodes the alpha subunit of a transmembrane receptor for collagens and related proteins. The encoded protein forms a heterodimer with a beta subunit and mediates the adhesion of platelets and other cell types to the extracellular matrix. Loss of the encoded protein is associated with bleeding disorder platelet-type 9. Antibodies against this protein are found in several immune disorders, including neonatal alloimmune thrombocytopenia. This gene is located adjacent to a related alpha subunit gene. Alternative splicing results in multiple transcript variants.	ITGA2
COPZ1	22818	100.7736	22818	coatomer protein complex subunit zeta 1	This gene encodes a subunit of the cytoplasmic coatamer protein complex, which is involved in autophagy and intracellular protein trafficking. The coatomer protein complex is comprised of seven subunits and functions as the coat protein of coat protein complex (COP)I-vesicles. Alternative splicing results in multiple transcript variants.	COPZ1
NEBL	10529	95.164536	10529	nebulette	This gene encodes a nebulin like protein that is abundantly expressed in cardiac muscle. The encoded protein binds actin and interacts with thin filaments and Z-line associated proteins in striated muscle. This protein may be involved in cardiac myofibril assembly. A shorter isoform of this protein termed LIM nebulette is expressed in non-muscle cells and may function as a component of focal adhesion complexes. Alternate splicing results in multiple transcript variants.	NEBL
PPM1H	57460	91.61916	57460	protein phosphatase, Mg2+/Mn2+ dependent 1H		PPM1H
CEACAM6	4680	111.521095	4680	carcinoembryonic antigen related cell adhesion molecule 6	This gene encodes a protein that belongs to the carcinoembryonic antigen (CEA) family whose members are glycosyl phosphatidyl inositol (GPI) anchored cell surface glycoproteins. Members of this family play a role in cell adhesion and are widely used as tumor markers in serum immunoassay determinations of carcinoma. This gene affects the sensitivity of tumor cells to adenovirus infection. The protein encoded by this gene acts as a receptor for adherent-invasive E. coli adhesion to the surface of ileal epithelial cells in patients with Crohn's disease. This gene is clustered with genes and pseudogenes of the cell adhesion molecules subgroup of the CEA family on chromosome 19.	CEACAM6
CLDN1	9076	96.99181	9076	claudin 1	Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. Loss of function mutations result in neonatal ichthyosis-sclerosing cholangitis syndrome.	CLDN1
CLDN2	9075	96.44029	9075	claudin 2	This gene product belongs to the claudin protein family whose members have been identified as major integral membrane proteins localized exclusively at tight junctions. Claudins are expressed in an organ-specific manner and regulate tissue-specific physiologic properties of tight junctions. This protein is expressed in the intestine. Alternatively spliced transcript variants with different 5' untranslated region have been found for this gene.	CLDN2
TNS4	84951	96.720375	84951	tensin 4		TNS4
HOOK1	51361	94.05032	51361	hook microtubule tethering protein 1	This gene encodes a member of the hook family of coiled-coil proteins, which bind to microtubules and organelles through their N- and C-terminal domains, respectively. The encoded protein localizes to discrete punctuate subcellular structures, and interacts with several members of the Rab GTPase family involved in endocytosis. It is thought to link endocytic membrane trafficking to the microtubule cytoskeleton. Several alternatively spliced transcript variants have been identified, but the full-length nature of some of these variants has not been determined.	HOOK1
CLNS1A	1207	95.64907	1207	chloride nucleotide-sensitive channel 1A	This gene encodes a protein that functions in multiple regulatory pathways. The encoded protein complexes with numerous cytosolic proteins and performs diverse functions including regulation of small nuclear ribonucleoprotein biosynthesis, platelet activation and cytoskeletal organization. The protein is also found associated with the plasma membrane where it functions as a chloride current regulator. Pseudogenes of this gene are found on chromosomes 1, 4 and 6. Several transcript variants encoding different isoforms have been found for this gene.	CLNS1A
MRPL17	63875	95.38554	63875	mitochondrial ribosomal protein L17	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein.	MRPL17
MAL2	114569	30.210726	114569	mal, T-cell differentiation protein 2 (gene/pseudogene)	This gene encodes a multispan transmembrane protein belonging to the MAL proteolipid family. The protein is a component of lipid rafts and, in polarized cells, it primarily localizes to endosomal structures beneath the apical membrane. It is required for transcytosis, an intracellular transport pathway used to deliver membrane-bound proteins and exogenous cargos from the basolateral to the apical surface.	MAL2
DSP	1832	95.38492	1832	desmoplakin	This gene encodes a protein that anchors intermediate filaments to desmosomal plaques and forms an obligate component of functional desmosomes. Mutations in this gene are the cause of several cardiomyopathies and keratodermas, including skin fragility-woolly hair syndrome. Alternative splicing results in multiple transcript variants.	DSP
STT3B	201595	94.277855	201595	STT3B, catalytic subunit of the oligosaccharyltransferase complex	The protein encoded by this gene is a catalytic subunit of a protein complex that transfers oligosaccharides onto asparagine residues. Defects in this gene are a cause of congenital disorder of glycosylation Ix (CDG1X).	STT3B
STT3A	3703	92.73966	3703	STT3A, catalytic subunit of the oligosaccharyltransferase complex	The protein encoded by this gene is a catalytic subunit of the N-oligosaccharyltransferase (OST) complex, which functions in the endoplasmic reticulum to transfer glycan chains to asparagine residues of target proteins. A separate complex containing a similar catalytic subunit with an overlapping function also exists. Multiple transcript variants encoding different isoforms have been found for this gene.	STT3A
GALNT3	2591	93.676056	2591	polypeptide N-acetylgalactosaminyltransferase 3	This gene encodes UDP-GalNAc transferase 3, a member of the GalNAc-transferases family. This family transfers an N-acetyl galactosamine to the hydroxyl group of a serine or threonine residue in the first step of O-linked oligosaccharide biosynthesis. Individual GalNAc-transferases have distinct activities and initiation of O-glycosylation is regulated by a repertoire of GalNAc-transferases.  The protein encoded by this gene is highly homologous to other family members, however the enzymes have different substrate specificities.	GALNT3
HACD3	51495	93.848694	51495	3-hydroxyacyl-CoA dehydratase 3		HACD3
RNASEH2A	10535	95.62866	10535	ribonuclease H2 subunit A	The protein encoded by this gene is a component of the heterotrimeric type II ribonuclease H enzyme (RNAseH2). RNAseH2 is the major source of ribonuclease H activity in mammalian cells and endonucleolytically cleaves ribonucleotides. It is predicted to remove Okazaki fragment RNA primers during lagging strand DNA synthesis and to excise single ribonucleotides from DNA-DNA duplexes. Mutations in this gene cause Aicardi-Goutieres Syndrome (AGS), a an autosomal recessive neurological disorder characterized by progressive microcephaly and psychomotor retardation, intracranial calcifications, elevated levels of interferon-alpha and white blood cells in the cerebrospinal fluid.	RNASEH2A
ETV4	2118	94.25345	2118	ETS variant 4		ETV4
RNF128	79589	96.41704	79589	ring finger protein 128, E3 ubiquitin protein ligase	The protein encoded by this gene is a type I transmembrane protein that localizes to the endocytic pathway. This protein contains a RING zinc-finger motif and has been shown to possess E3 ubiquitin ligase activity. Expression of this gene in retrovirally transduced T cell hybridoma significantly inhibits activation-induced IL2 and IL4 cytokine production. Induced expression of this gene was observed in anergic CD4(+) T cells, which suggested a role in the induction of anergic phenotype. Alternatively spliced transcript variants encoding distinct isoforms have been reported.	RNF128
UBE2T	29089	93.87053	29089	ubiquitin conjugating enzyme E2 T	The protein encoded by this gene catalyzes the covalent attachment of ubiquitin to protein substrates. Defects in this gene have been associated with Fanconi anemia of complementation group T. Two transcript variants encoding different isoforms have been found for this gene.	UBE2T
RALA	5898	94.93187	5898	RAS like proto-oncogene A	The product of this gene belongs to the small GTPase superfamily, Ras family of proteins. GTP-binding proteins mediate the transmembrane signaling initiated by the occupancy of certain cell surface receptors. This gene encodes a low molecular mass ras-like GTP-binding protein that shares about 50% similarity with other ras proteins.	RALA
RFWD3	55159	93.08876	55159	ring finger and WD repeat domain 3		RFWD3
POF1B	79983	93.64925	79983	premature ovarian failure, 1B	Premature ovarian failure (POF) is characterized by primary or secondary amenorrhea in women less than 40 years old. Two POF susceptibility regions called 'POF1' and 'POF2' have been identified by breakpoint mapping of X-autosome translocations. POF1 extends from Xq21-qter while POF2 extends from Xq13.3 to Xq21.1. This gene, POF1B, resides in the POF2 region. This gene is expressed at trace levels in mouse prenatal ovary and is barely detectable or absent from adult ovary, in human and in the mouse respectively. This gene's expression is restricted to epithelia with its highest expression in the epidermis, and oro-pharyngeal and gastro-intestinal tracts. The protein encoded by this gene binds non-muscle actin filaments. The role this gene may play in the etiology of premature ovarian failure remains to be determined.	POF1B
UGT8	7368	93.655556	7368	UDP glycosyltransferase 8	The protein encoded by this gene belongs to the UDP-glycosyltransferase family. It catalyzes the transfer of galactose to ceramide, a key enzymatic step in the biosynthesis of galactocerebrosides, which are abundant sphingolipids of the myelin membrane of the central and peripheral nervous systems. Alternatively spliced transcript variants have been found for this gene.	UGT8
RFC3	5983	93.653244	5983	replication factor C subunit 3	The elongation of primed DNA templates by DNA polymerase delta and DNA polymerase epsilon requires the accessory proteins proliferating cell nuclear antigen (PCNA) and replication factor C (RFC). RFC, also named activator 1, is a protein complex consisting of five distinct subunits of 140, 40, 38, 37, and 36 kDa. This gene encodes the 38 kDa subunit. This subunit is essential for the interaction between the 140 kDa subunit and the core complex that consists of the 36, 37, and 40 kDa subunits. Alternatively spliced transcript variants encoding distinct isoforms have been described.	RFC3
AUNIP	79000	97.01221	79000	aurora kinase A and ninein interacting protein		AUNIP
MAD2L1	4085	93.655556	4085	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1 is a component of the mitotic spindle assembly checkpoint that prevents the onset of anaphase until all chromosomes are properly aligned at the metaphase plate.  MAD2L1 is related to the MAD2L2 gene located on chromosome 1.  A MAD2 pseudogene has been mapped to chromosome 14.	MAD2L1
WDHD1	11169	93.65617	11169	WD repeat and HMG-box DNA binding protein 1	The protein encoded by this gene contains multiple N-terminal WD40 domains and a C-terminal high mobility group (HMG) box. WD40 domains are found in a variety of eukaryotic proteins and may function as adaptor/regulatory modules in signal transduction, pre-mRNA processing and cytoskeleton assembly. HMG boxes are found in many eukaryotic proteins involved in chromatin assembly, transcription and replication. Alternative splicing results in two transcript variants encoding different isoforms.	WDHD1
CBX3	11335	94.93382	11335	chromobox 3	At the nuclear envelope, the nuclear lamina and heterochromatin are adjacent to the inner nuclear membrane. The protein encoded by this gene binds DNA and is a component of heterochromatin. This protein also can bind lamin B receptor, an integral membrane protein found in the inner nuclear membrane. The dual binding functions of the encoded protein may explain the association of heterochromatin with the inner nuclear membrane. This protein binds histone H3 tails methylated at Lys-9 sites. This protein is also recruited to sites of ultraviolet-induced DNA damage and double-strand breaks. Two transcript variants encoding the same protein but differing in the 5' UTR, have been found for this gene.	CBX3
CDC6	990	92.56609	990	cell division cycle 6	The protein encoded by this gene is highly similar to Saccharomyces cerevisiae Cdc6, a protein essential for the initiation of DNA replication. This protein functions as a regulator at the early steps of DNA replication. It localizes in cell nucleus during cell cyle G1, but translocates to the cytoplasm at the start of S phase. The subcellular translocation of this protein during cell cyle is regulated through its phosphorylation by Cdks. Transcription of this protein was reported to be regulated in response to mitogenic signals through transcriptional control mechanism involving E2F proteins.	CDC6
KRT80	144501	95.38185	144501	keratin 80	Keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into epithelial keratins and hair keratins. This gene's expression profile shows that it encodes a type II epithelial keratin, although structurally the encoded protein is more like a type II hair keratin. This protein is involved in cell differentiation, localizing near desmosomal plaques in earlier stages of differentiation but then dispersing throughout the cytoplasm in terminally differentiating cells. The type II keratins are clustered in a region of chromosome 12q13. Two transcript variants encoding two different fully functional isoforms have been found for this gene.	KRT80
ERCC6L	54821	96.419785	54821	ERCC excision repair 6 like, spindle assembly checkpoint helicase		ERCC6L
CKS1B	1163	100.30571	1163	CDC28 protein kinase regulatory subunit 1B	CKS1B protein binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function. The CKS1B mRNA is found to be expressed in different patterns through the cell cycle in HeLa cells, which reflects a specialized role for the encoded protein. At least two transcript variants have been identified for this gene, and it appears that only one of them encodes a protein.	CKS1B
CLIC1	1192	96.69856	1192	chloride intracellular channel 1	Chloride channels are a diverse group of proteins that regulate fundamental cellular processes including stabilization of cell membrane potential, transepithelial transport, maintenance of intracellular pH, and regulation of cell volume. Chloride intracellular channel 1  is a member of the p64 family; the protein localizes principally to the cell nucleus and exhibits both nuclear and plasma membrane chloride ion channel activity.	CLIC1
ENOPH1	58478	96.42041	58478	enolase-phosphatase 1		ENOPH1
ARL6IP1	23204	94.68735	23204	ADP ribosylation factor like GTPase 6 interacting protein 1	This gene belongs to the ARL6ip family and encodes a transmembrane protein that is predominantly localized to intracytoplasmic membranes. It is highly expressed in early myeloid progenitor cells and thought to be involved in protein transport, membrane trafficking, or cell signaling during hematopoietic maturation. Mutations in this gene are associated with spastic paraplegia 61 (SPG61). Alternatively spliced transcript variants have been found for this gene.	ARL6IP1
HMGA1	3159	95.88278	3159	high mobility group AT-hook 1	This gene encodes a chromatin-associated protein involved in the regulation of gene transcription, integration of retroviruses into chromosomes, and the metastatic progression of cancer cells. The encoded protein preferentially binds to the minor groove of AT-rich regions in double-stranded DNA. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been identified on multiple chromosomes.	HMGA1
SORD	6652	94.70852	6652	sorbitol dehydrogenase	Sorbitol dehydrogenase (SORD; EC 1.1.1.14) catalyzes the interconversion of polyols and their corresponding ketoses, and together with aldose reductase (ALDR1; MIM 103880), makes up the sorbitol pathway that is believed to play an important role in the development of diabetic complications (summarized by Carr and Markham, 1995 [PubMed 8535074]). The first reaction of the pathway (also called the polyol pathway) is the reduction of glucose to sorbitol by ALDR1 with NADPH as the cofactor. SORD then oxidizes the sorbitol to fructose using NAD(+) cofactor.	SORD
HN1L	90861	92.25935	90861	hematological and neurological expressed 1 like		HN1L
FERMT1	55612	94.28026	55612	fermitin family member 1	This gene encodes a member of the fermitin family, and contains a FERM domain and a pleckstrin homology domain. The encoded protein is involved in integrin signaling and linkage of the actin cytoskeleton to the extracellular matrix. Mutations in this gene have been linked to Kindler syndrome.	FERMT1
SRPK1	6732	98.646255	6732	SRSF protein kinase 1	This gene encodes a serine/arginine protein kinase specific for the SR (serine/arginine-rich domain) family of splicing factors. The protein localizes to the nucleus and the cytoplasm. It is thought to play a role in regulation of both constitutive and alternative splicing by regulating intracellular localization of splicing factors. Alternative splicing of this gene results in multiple transcript variants. Additional alternatively spliced transcript variants have been described for this gene, but their full length nature have not been determined.	SRPK1
EIF2AK1	27102	92.73966	27102	eukaryotic translation initiation factor 2 alpha kinase 1	The protein encoded by this gene acts at the level of translation initiation to downregulate protein synthesis in response to stress. The encoded protein is a kinase that can be inactivated by hemin. Two transcript variants encoding different isoforms have been found for this gene.	EIF2AK1
PPAT	5471	94.707214	5471	phosphoribosyl pyrophosphate amidotransferase	The protein encoded by this gene is a member of the purine/pyrimidine phosphoribosyltransferase family. It is a regulatory allosteric enzyme that catalyzes the first step of de novo purine nucleotide biosythetic pathway. This gene and PAICS/AIRC gene, a bifunctional enzyme catalyzing steps six and seven of this pathway, are located in close proximity on chromosome 4, and divergently transcribed from an intergenic region.	PPAT
PPIH	10465	96.41704	10465	peptidylprolyl isomerase H	The protein encoded by this gene is a member of the peptidyl-prolyl cis-trans isomerase (PPIase) family. PPIases catalyze the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and accelerate the folding of proteins. This protein is a specific component of the complex that includes pre-mRNA processing factors PRPF3, PRPF4, and PRPF18, as well as U4/U5/U6 tri-snRNP. This protein has been shown to possess PPIase activity and may act as a protein chaperone that mediates the interactions between different proteins inside the spliceosome.	PPIH
PPIA	5478	93.11186	5478	peptidylprolyl isomerase A	This gene encodes a member of the peptidyl-prolyl cis-trans isomerase (PPIase) family. PPIases catalyze the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and accelerate the folding of proteins. The encoded protein is a cyclosporin binding-protein and may play a role in cyclosporin A-mediated immunosuppression. The protein can also interact with several HIV proteins, including p55 gag, Vpr, and capsid protein, and has been shown to be necessary for the formation of infectious HIV virions. Multiple pseudogenes that map to different chromosomes have been reported.	PPIA
AP1S1	1174	95.63159	1174	adaptor related protein complex 1 sigma 1 subunit	The protein encoded by this gene is part of the clathrin coat assembly complex which links clathrin to receptors in coated vesicles. These vesicles are involved in endocytosis and Golgi processing. This protein, as well as beta-prime-adaptin, gamma-adaptin, and the medium (mu) chain AP47, form the AP-1 assembly protein complex located at the Golgi vesicle.	AP1S1
CEMIP	57214	95.3786	57214	cell migration inducing hyaluronan binding protein		CEMIP
PRDX4	10549	94.25345	10549	peroxiredoxin 4	The protein encoded by this gene is an antioxidant enzyme and belongs to the peroxiredoxin family. The protein is localized to the cytoplasm. Peroxidases of the peroxiredoxin family reduce hydrogen peroxide and alkyl hydroperoxides to water and alcohol with the use of reducing equivalents derived from thiol-containing donor molecules. This protein has been found to play a regulatory role in the activation of the transcription factor NF-kappaB.	PRDX4
DCAF12	25853	93.11317	25853	DDB1 and CUL4 associated factor 12	This gene encodes a WD repeat-containing protein that interacts with the COP9 signalosome, a macromolecular complex that interacts with cullin-RING E3 ligases and regulates their activity by hydrolyzing cullin-Nedd8 conjugates.	DCAF12
FAM83H	286077	93.6528	286077	family with sequence similarity 83 member H	The protein encoded by this gene plays an important role in the structural development and calcification of tooth enamel. Defects in this gene are a cause of amelogenesis imperfecta type 3 (AI3).	FAM83H
CYB5B	80777	111.49828	80777	cytochrome b5 type B		CYB5B
YWHAZ	7534	94.0537	7534	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	This gene product belongs to the 14-3-3 family of proteins which mediate signal transduction by binding to phosphoserine-containing proteins. This highly conserved protein family is found in both plants and mammals, and this protein is 99% identical to the mouse, rat and sheep orthologs. The encoded protein interacts with IRS1 protein, suggesting a role in regulating insulin sensitivity. Several transcript variants that differ in the 5' UTR but that encode the same protein have been identified for this gene.	YWHAZ
ECT2	1894	93.849464	1894	epithelial cell transforming 2	The protein encoded by this gene is a guanine nucleotide exchange factor and transforming protein that is related to Rho-specific exchange factors and yeast cell cycle regulators. The expression of this gene is elevated with the onset of DNA synthesis and remains elevated during G2 and M phases. In situ hybridization analysis showed that expression is at a high level in cells undergoing mitosis in regenerating liver. Thus, this protein is expressed in a cell cycle-dependent manner during liver regeneration, and is thought to have an important role in the regulation of cytokinesis. Several transcript variants encoding two different isoforms have been found for this gene.	ECT2
BCL2L12	83596	96.16657	83596	BCL2 like 12	This gene encodes a member of a family of proteins containing a Bcl-2 homology domain 2 (BH2). The encoded protein is an anti-apoptotic factor that acts as an inhibitor of caspases 3 and 7 in the cytoplasm. In the nucleus, it binds to the p53 tumor suppressor protein, preventing its association with target genes. Overexpression of this gene has been detected in a number of different cancers. There is a pseudogene for this gene on chromosome 3. Alternative splicing results in multiple transcript variants.	BCL2L12
TMEM41A	90407	97.615074	90407	transmembrane protein 41A		TMEM41A
KLF5	688	92.24319	688	Kruppel like factor 5	This gene encodes a member of the Kruppel-like factor subfamily of zinc finger proteins. The encoded protein is a transcriptional activator that binds directly to a specific recognition motif in the promoters of target genes. This protein acts downstream of multiple different signaling pathways and is regulated by post-translational modification. It may participate in both promoting and suppressing cell proliferation. Expression of this gene may be changed in a variety of different cancers and in cardiovascular disease. Alternative splicing results in multiple transcript variants.	KLF5
CDCA4	55038	95.143684	55038	cell division cycle associated 4	This gene encodes a protein that belongs to the E2F family of transcription factors. This protein regulates E2F-dependent transcriptional activation and cell proliferation, mainly through the E2F/retinoblastoma protein pathway. It also functions in the regulation of JUN oncogene expression. This protein shows distinctive nuclear-mitotic apparatus distribution, it is involved in spindle organization from prometaphase, and may also play a role as a midzone factor involved in chromosome segregation or cytokinesis. Two alternatively spliced transcript variants encoding the same protein have been noted for this gene. Two pseudogenes have also been identified on chromosome 1.	CDCA4
