query	_id	_score	entrezgene	name	summary	symbol
ACADL	33	95.40171	33.0	acyl-CoA dehydrogenase, long chain	The protein encoded by this gene belongs to the acyl-CoA dehydrogenase family, which is a family of mitochondrial flavoenzymes involved in fatty acid and branched chain amino-acid metabolism. This protein is one of the four enzymes that catalyze the initial step of mitochondrial beta-oxidation of straight-chain fatty acid. Defects in this gene are the cause of long-chain acyl-CoA dehydrogenase (LCAD) deficiency, leading to nonketotic hypoglycemia.	ACADL
GPRASP1	9737	101.79167	9737.0	G protein-coupled receptor associated sorting protein 1	This gene encodes a member of the GPRASP (G protein-coupled receptor associated sorting protein) family. The protein may modulate lysosomal sorting and functional down-regulation of a variety of G-protein coupled receptors. It targets receptors for degradation in lysosomes. The receptors interacting with this sorting protein include D2 dopamine receptor (DRD2), delta opioid receptor (OPRD1), beta-2 adrenergic receptor (ADRB2), D4 dopamine receptor (DRD4) and cannabinoid 1 receptor (CB1R). Multiple alternatively spliced transcript variants encoding the same protein have been identified.	GPRASP1
SRSF5	6430	95.88278	6430.0	serine and arginine rich splicing factor 5	The protein encoded by this gene is a member of the serine/arginine (SR)-rich family of pre-mRNA splicing factors, which constitute part of the spliceosome. Each of these factors contains an RNA recognition motif (RRM) for binding RNA and an RS domain for binding other proteins. The RS domain is rich in serine and arginine residues and facilitates interaction between different SR splicing factors. In addition to being critical for mRNA splicing, the SR proteins have also been shown to be involved in mRNA export from the nucleus and in translation. Alternative splicing results in multiple transcript variants.	SRSF5
WISP2	8839	92.239815	8839.0	WNT1 inducible signaling pathway protein 2	This gene encodes a member of the WNT1 inducible signaling pathway (WISP) protein subfamily, which belongs to the connective tissue growth factor (CTGF) family. WNT1 is a member of a family of cysteine-rich, glycosylated signaling proteins that mediate diverse developmental processes. The CTGF family members are characterized by four conserved cysteine-rich domains: insulin-like growth factor-binding domain, von Willebrand factor type C module, thrombospondin domain and C-terminal cystine knot-like (CT) domain. The encoded protein lacks the CT domain which is implicated in dimerization and heparin binding. It is 72% identical to the mouse protein at the amino acid level. This gene may be downstream in the WNT1 signaling pathway that is relevant to malignant transformation. Its expression in colon tumors is reduced while the other two WISP members are overexpressed in colon tumors. It is expressed at high levels in bone tissue, and may play an important role in modulating bone turnover.	WISP2
USP47	55031	94.935585	55031.0	ubiquitin specific peptidase 47		USP47
NEK9	91754	92.935646	91754.0	NIMA related kinase 9	This gene encodes a member of the NimA (never in mitosis A) family of serine/threonine protein kinases. The encoded protein is activated in mitosis and, in turn, activates other family members during mitosis. This protein also mediates cellular processes that are essential for interphase progression.	NEK9
ADRB3	155	96.41671	155.0	adrenoceptor beta 3	The protein encoded by this gene belongs to the family of beta adrenergic receptors, which mediate catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor is located mainly in the adipose tissue and is involved in the regulation of lipolysis and thermogenesis.	ADRB3
MPDZ	8777	95.164536	8777.0	multiple PDZ domain crumbs cell polarity complex component	The protein encoded by this gene has multiple PDZ domains, which are hallmarks of protein-protein interactions. The encoded protein is known to interact with the HTR2C receptor and may cause it to clump at the cell surface. Multiple transcript variants encoding different isoforms have been found for this gene.	MPDZ
TBC1D2B	23102	93.86855	23102.0	TBC1 domain family member 2B		TBC1D2B
TSPYL2	64061	104.399956	64061.0	TSPY like 2	This gene encodes a member of the testis-specific protein Y-encoded, TSPY-like/SET/nucleosome assembly protein-1 superfamily. The encoded protein is localized to the nucleolus where it functions in chromatin remodeling and as an inhibitor of cell-cycle progression. This protein may play a role in the suppression of tumor growth.	TSPYL2
JAM3	83700	97.31488	83700.0	junctional adhesion molecule 3	Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. The protein encoded by this immunoglobulin superfamily gene member is localized in the tight junctions between high endothelial cells. Unlike other proteins in this family, the this protein is unable to adhere to leukocyte cell lines and only forms weak homotypic interactions. The encoded protein is a member of the junctional adhesion molecule protein family and acts as a receptor for another member of this family. A mutation in an intron of this gene is associated with hemorrhagic destruction of the brain, subependymal calcification, and congenital cataracts. Alternative splicing results in multiple transcript variants.	JAM3
TSHZ3	57616	94.93187	57616.0	teashirt zinc finger homeobox 3	This gene encodes a zinc-finger transcription factor that regulates smooth muscle cell differentiation in the developing urinary tract. Consistent with this role, mice in which this gene has been inactivated exhibit abnormal gene expression in urinary tract smooth muscle cell precursors and kidney defects including hydronephrosis. The encoded transcription factor comprises a gene silencing complex that inhibits caspase expression. Reduced expression of this gene and consequent caspase upregulation may be correlated with progression of Alzheimer's disease in human patients.	TSHZ3
DST	667	95.165184	667.0	dystonin	This gene encodes a member of the plakin protein family of adhesion junction plaque proteins. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene, but the full-length nature of some variants has not been defined. It has been reported that some isoforms are expressed in neural and muscle tissue, anchoring neural intermediate filaments to the actin cytoskeleton, and some isoforms are expressed in epithelial tissue, anchoring keratin-containing intermediate filaments to hemidesmosomes. Consistent with the expression, mice defective for this gene show skin blistering and neurodegeneration.	DST
GCKR	2646	95.630974	2646.0	glucokinase regulator	This gene encodes a protein belonging to the GCKR subfamily of the SIS (Sugar ISomerase) family of proteins. The gene product is a regulatory protein that inhibits glucokinase in liver and pancreatic islet cells by binding non-covalently to form an inactive complex with the enzyme. This gene is considered a susceptibility gene candidate for a form of maturity-onset diabetes of the young (MODY).	GCKR
KIAA0895L	653319	95.88235	653319.0	KIAA0895 like		KIAA0895L
ZNF25	219749	103.68119	219749.0	zinc finger protein 25		ZNF25
ITPR1	3708	93.48293	3708.0	inositol 1,4,5-trisphosphate receptor type 1	This gene encodes an intracellular receptor for inositol 1,4,5-trisphosphate. Upon stimulation by inositol 1,4,5-trisphosphate, this receptor mediates calcium release from the endoplasmic reticulum. Mutations in this gene cause spinocerebellar ataxia type 15, a disease associated with an heterogeneous group of cerebellar disorders. Multiple transcript variants have been identified for this gene.	ITPR1
FGF2	2247	95.382614	2247.0	fibroblast growth factor 2	The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. FGF family members bind heparin and possess broad mitogenic and angiogenic activities. This protein has been implicated in diverse biological processes, such as limb and nervous system development, wound healing, and tumor growth. The mRNA for this gene contains multiple polyadenylation sites, and is alternatively translated from non-AUG (CUG) and AUG initiation codons, resulting in five different isoforms with distinct properties. The CUG-initiated isoforms are localized in the nucleus and are responsible for the intracrine effect, whereas, the AUG-initiated form is mostly cytosolic and is responsible for the paracrine and autocrine effects of this FGF.	FGF2
ANKRD29	147463	96.994125	147463.0	ankyrin repeat domain 29		ANKRD29
ZEB2	9839	94.71092	9839.0	zinc finger E-box binding homeobox 2	The protein encoded by this gene is a member of the Zfh1 family of 2-handed zinc finger/homeodomain proteins. It is located in the nucleus and functions as a DNA-binding transcriptional repressor that interacts with activated SMADs. Mutations in this gene are associated with Hirschsprung disease/Mowat-Wilson syndrome. Alternatively spliced transcript variants have been found for this gene.	ZEB2
ABCA10	10349	103.657616	10349.0	ATP binding cassette subfamily A member 10	The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24, but neither the substrate nor the function of this gene is known.	ABCA10
PROK1	84432	94.071815	84432.0	prokineticin 1	The protein encoded by this gene induces proliferation, migration, and fenestration (the formation of membrane discontinuities) in capillary endothelial cells derived from endocrine glands. It has little or no effect on a variety of other endothelial and non-endothelial cell types. Its expression is restricted to the steroidogenic glands (ovary, testis, adrenal, and placenta), is induced by hypoxia, and often complementary to the expression of vascular endothelial growth factor (VEGF), suggesting that these molecules function in a coordinated manner.	PROK1
PRDM5	11107	91.640976	11107.0	PR/SET domain 5	The protein encoded by this gene is a transcription factor of the PR-domain protein family. It contains a PR-domain and multiple zinc finger motifs. Transcription factors of the PR-domain family are known to be involved in cell differentiation and tumorigenesis.	PRDM5
FOXL2NB	401089	105.21587	401089.0	FOXL2 neighbor		FOXL2NB
CPED1	79974	93.27743	79974.0	cadherin like and PC-esterase domain containing 1		CPED1
HLF	3131	96.43658	3131.0	HLF, PAR bZIP transcription factor	This gene encodes a member of the proline and acidic-rich (PAR) protein family, a subset of the bZIP transcription factors. The encoded protein forms homodimers or heterodimers with other PAR family members and binds sequence-specific promoter elements to activate transcription. Chromosomal translocations fusing portions of this gene with the E2A gene cause a subset of childhood B-lineage acute lymphoid leukemias. Alternatively spliced transcript variants have been described, but their biological validity has not been determined.	HLF
CNRIP1	25927	95.164536	25927.0	cannabinoid receptor interacting protein 1	This gene encodes a protein that interacts with the C-terminal tail of cannabinoid receptor 1. Two transcript variants encoding different isoforms have been described for this gene.	CNRIP1
SCN7A	6332	104.399956	6332.0	sodium voltage-gated channel alpha subunit 7	This gene encodes one of the many voltage-gated sodium channel proteins. For proper functioning of neurons and muscles during action potentials, voltage-gated sodium channels direct sodium ion diffusion for membrane depolarization. This sodium channel protein has some atypical characteristics; the similarity between the human and mouse proteins is lower compared to other orthologous sodium channel pairs. Also, the S4 segments, which sense voltage changes, have fewer positive charged residues that in other sodium channels; domain 4 has fewer arginine and lysine residues compared to other sodium channel proteins. Several alternatively spliced transcript variants exist, but the full-length natures of all of them remain unknown.	SCN7A
PDGFRA	5156	96.70164	5156.0	platelet derived growth factor receptor alpha	This gene encodes a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer or a heterodimer, composed of both platelet-derived growth factor receptor alpha and beta polypeptides. Studies suggest that this gene plays a role in organ development, wound healing, and tumor progression. Mutations in this gene have been associated with idiopathic hypereosinophilic syndrome, somatic and familial gastrointestinal stromal tumors, and a variety of other cancers.	PDGFRA
CIRBP	1153	96.699326	1153.0	cold inducible RNA binding protein		CIRBP
NPHP3	27031	93.849464	27031.0	nephrocystin 3	This gene encodes a protein containing a coiled-coil (CC) domain, a tubulin-tyrosine ligase (TTL) domain, and a tetratrico peptide repeat (TPR) domain. The encoded protein interacts with nephrocystin, it is required for normal ciliary development, and it functions in renal tubular development. Mutations in this gene are associated with nephronophthisis type 3, and also with renal-hepatic-pancreatic dysplasia, and Meckel syndrome type 7. Naturally occurring read-through transcripts exist between this gene and the downstream ACAD11 (acyl-CoA dehydrogenase family, member 11) gene.	NPHP3
TRPC1	7220	94.49261	7220.0	transient receptor potential cation channel subfamily C member 1	The protein encoded by this gene is a membrane protein that can form a non-selective channel permeable to calcium and other cations. The encoded protein appears to be induced to form channels by a receptor tyrosine kinase-activated phosphatidylinositol second messenger system and also by depletion of intracellular calcium stores. Two transcript variants encoding different isoforms have been found for this gene.	TRPC1
CBX7	23492	94.46579	23492.0	chromobox 7	This gene encodes a protein that contains the CHROMO (CHRomatin Organization MOdifier) domain. The encoded protein is a component of the Polycomb repressive complex 1 (PRC1), and is thought to control the lifespan of several normal human cells.	CBX7
CSDC2	27254	94.90877	27254.0	cold shock domain containing C2		CSDC2
PODN	127435	93.11317	127435.0	podocan	The protein encoded by this gene is a member of the small leucine-rich repeat protein family and contains an amino terminal CX3CXCX7C cysteine-rich cluster followed by a leucine-rich repeat domain. Studies suggest that this protein could function to inhibit smooth muscle cell proliferation and migration following arterial injury.	PODN
CACNB2	783	94.687675	783.0	calcium voltage-gated channel auxiliary subunit beta 2	This gene encodes a subunit of a voltage-dependent calcium channel protein that is a member of the voltage-gated calcium channel superfamily. The gene product was originally identified as an antigen target in Lambert-Eaton myasthenic syndrome, an autoimmune disorder. Mutations in this gene are associated with Brugada syndrome. Alternatively spliced variants encoding different isoforms have been described.	CACNB2
KIAA1109	84162	94.469345	84162.0	KIAA1109	This gene is located on the long arm of chromosome 4 in a region that is associated with susceptibility to celiac disease. The encoded protein is similar to a Chinese hamster protein that is associated with spermatocyte and adipocyte differentiation. The C-terminus of the protein is also similar to a Caenorhabditis elegans protein that plays a role in lipid storage. In mammals, this protein is thought to function in the regulation of epithelial growth and differentiation, and in tumor development.	KIAA1109
TMEM150C	441027	94.70917	441027.0	transmembrane protein 150C		TMEM150C
PLA2G5	5322	101.2576	5322.0	phospholipase A2 group V	This gene is a member of the secretory phospholipase A2 family. It is located in a tightly-linked cluster of secretory phospholipase A2 genes on chromosome 1. The encoded enzyme catalyzes the hydrolysis of membrane phospholipids to generate lysophospholipids and free fatty acids including arachidonic acid. It preferentially hydrolyzes linoleoyl-containing phosphatidylcholine substrates. Secretion of this enzyme is thought to induce inflammatory responses in neighboring cells. Alternatively spliced transcript variants have been found, but their full-length nature has not been determined.	PLA2G5
FGF10	2255	96.419785	2255.0	fibroblast growth factor 10	The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. FGF family members possess broad mitogenic and cell survival activities, and are involved in a variety of biological processes, including embryonic development, cell growth, morphogenesis, tissue repair, tumor growth and invasion. This protein exhibits mitogenic activity for keratinizing epidermal cells, but essentially no activity for fibroblasts, which is similar to the biological activity of FGF7. Studies of the mouse homolog of suggested that this gene is required for embryonic epidermal morphogenesis including brain development, lung morphogenesis, and initiation of lim bud formation. This gene is also implicated to be a primary factor in the process of wound healing.	FGF10
LAMA2	3908	93.849464	3908.0	laminin subunit alpha 2	Laminin, an extracellular protein, is a major component of the basement membrane. It is thought to mediate the attachment, migration, and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components. It is composed of three subunits, alpha, beta, and gamma, which are bound to each other by disulfide bonds into a cross-shaped molecule. This gene encodes the alpha 2 chain, which constitutes one of the subunits of laminin 2 (merosin) and laminin 4 (s-merosin). Mutations in this gene have been identified as the cause of congenital merosin-deficient muscular dystrophy. Two transcript variants encoding different proteins have been found for this gene.	LAMA2
TCEAL4	79921	103.003136	79921.0	transcription elongation factor A like 4	This gene encodes a member of the transcription elongation factor A (SII)-like (TCEAL) gene family. This family is comprised of nuclear phosphoproteins that modulate transcription in a promoter context-dependent manner. Multiple family members are located on the X chromosome. Alternatively splicing results in multiple transcript variants. There is a pseudogene for this gene on chromosome 13.	TCEAL4
SYNE1	23345	94.70852	23345.0	spectrin repeat containing nuclear envelope protein 1	This gene encodes a spectrin repeat containing protein expressed in skeletal and smooth muscle, and peripheral blood lymphocytes, that localizes to the nuclear membrane. Mutations in this gene have been associated with autosomal recessive spinocerebellar ataxia 8, also referred to as autosomal recessive cerebellar ataxia type 1 or recessive ataxia of Beauce. Alternatively spliced transcript variants encoding different isoforms have been described.	SYNE1
EZH1	2145	95.64907	2145.0	enhancer of zeste 1 polycomb repressive complex 2 subunit	EZH1 is a component of a noncanonical Polycomb repressive complex-2 (PRC2) that mediates methylation of histone H3 (see MIM 602812) lys27 (H3K27) and functions in the maintenance of embryonic stem cell pluripotency and plasticity (Shen et al., 2008 [PubMed 19026780]).	EZH1
GSTM5	2949	111.521095	2949.0	glutathione S-transferase mu 5	Cytosolic and membrane-bound forms of glutathione S-transferase are encoded by two distinct supergene families. At present, eight distinct classes of the soluble cytoplasmic mammalian glutathione S-transferases have been identified: alpha, kappa, mu, omega, pi, sigma, theta and zeta. This gene encodes a glutathione S-transferase that belongs to the mu class. The mu class of enzymes functions in the detoxification of electrophilic compounds, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress, by conjugation with glutathione. The genes encoding the mu class of enzymes are organized in a gene cluster on chromosome 1p13.3 and are known to be highly polymorphic. These genetic variations can change an individual's susceptibility to carcinogens and toxins as well as affect the toxicity and efficacy of certain drugs. Diversification of these genes has occurred in regions encoding substrate-binding domains, as well as in tissue expression patterns, to accommodate an increasing number of foreign compounds.	GSTM5
PRRT2	112476	99.027435	112476.0	proline rich transmembrane protein 2	This gene encodes a transmembrane protein containing a proline-rich domain in its N-terminal half. Studies in mice suggest that it is predominantly expressed in brain and spinal cord in embryonic and postnatal stages. Mutations in this gene are associated with episodic kinesigenic dyskinesia-1. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	PRRT2
ABCA6	23460	97.941986	23460.0	ATP binding cassette subfamily A member 6	The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24 and may play a role in macrophage lipid homeostasis.	ABCA6
STAT5B	6777	102.980034	6777.0	signal transducer and activator of transcription 5B	The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein mediates the signal transduction triggered by various cell ligands, such as IL2, IL4, CSF1, and different growth hormones. It has been shown to be involved in diverse biological processes, such as TCR signaling, apoptosis, adult mammary gland development, and sexual dimorphism of liver gene expression. This gene was found to fuse to retinoic acid receptor-alpha (RARA) gene in a small subset of acute promyelocytic leukemias (APLL). The dysregulation of the signaling pathways mediated by this protein may be the cause of the APLL.	STAT5B
CHRD	8646	95.40366	8646.0	chordin	This gene encodes a secreted protein that dorsalizes early vertebrate embryonic tissues by binding to ventralizing TGF-beta-like bone morphogenetic proteins and sequestering them in latent complexes. The encoded protein may also have roles in organogenesis and during adulthood. It has been suggested that this gene could be a candidate gene for Cornelia de Lange syndrome. Reduced expression of this gene results in enhanced bone regeneration. Alternative splicing results in multiple transcript variants. Other alternative splice variants have been described but their full length sequence has not been determined.	CHRD
TUBGCP6	85378	92.58919	85378.0	tubulin gamma complex associated protein 6	The protein encoded by this gene is part of a large multisubunit complex required for microtubule nucleation at the centrosome.	TUBGCP6
PEG3	5178	100.283905	5178.0	paternally expressed 3	In human, ZIM2 and PEG3 are treated as two distinct genes though they share multiple 5' exons and a common promoter and both genes are paternally expressed (PMID:15203203). Alternative splicing events connect their shared 5' exons either with the remaining 4 exons unique to ZIM2, or with the remaining 2 exons unique to PEG3. In contrast, in other mammals ZIM2 does not undergo imprinting and, in mouse, cow, and likely other mammals as well, the ZIM2 and PEG3 genes do not share exons. Human PEG3 protein belongs to the Kruppel C2H2-type zinc finger protein family. PEG3 may play a role in cell proliferation and p53-mediated apoptosis. PEG3 has also shown tumor suppressor activity and tumorigenesis in glioma and ovarian cells. Alternative splicing of this PEG3 gene results in multiple transcript variants encoding distinct isoforms.	PEG3
CMYA5	202333	91.76997	202333.0	cardiomyopathy associated 5		CMYA5
ZMAT1	84460	100.756805	84460.0	zinc finger matrin-type 1	This gene encodes a protein containing Cys2-His2 (C2H2)-type zinc fingers, which are similar to those found in the nuclear matrix protein matrin 3. Alternatively spliced transcript variants have been found for this gene.	ZMAT1
SEC31B	25956	95.3786	25956.0	SEC31 homolog B, COPII coat complex component	This gene encodes a protein of unknown function. The protein has moderate similarity to rat VAP1 protein which is an endosomal membrane-associated protein, containing a putative Ca2+/calmodulin-dependent kinase II phosphorylation site.	SEC31B
GOLGA6L4	643707	113.72381	643707.0	golgin A6 family-like 4		GOLGA6L4
GPRASP2	114928	105.21313	114928.0	G protein-coupled receptor associated sorting protein 2	The protein encoded by this gene is a member of a family that regulates the activity of G protein-coupled receptors (GPCRs). The encoded protein has been shown to be capable of interacting with several GPCRs, including the M1 muscarinic acetylcholine receptor and the calcitonin receptor. Several transcript variants encoding the same protein have been found for this gene.	GPRASP2
PEAR1	375033	99.046196	375033.0	platelet endothelial aggregation receptor 1	PEAR1 is a platelet receptor that signals upon the formation of platelet-platelet contacts independent of platelet activation and secondary to platelet aggregation (Nanda et al., 2005 [PubMed 15851471]).	PEAR1
MUM1L1	139221	101.80978	139221.0	MUM1 like 1	This gene encodes a protein which contains a mutated melanoma-associated antigen 1 domain. Proteins which contain mutated antigens are expressed at high levels on certain types of cancers. Multiple alternatively spliced variants, encoding the same protein, have been identified.	MUM1L1
ABCA9	10350	98.28649	10350.0	ATP binding cassette subfamily A member 9	This gene is a member of the superfamily of ATP-binding cassette (ABC) transporters and the encoded protein contains two transmembrane domains and two nucleotide binding folds. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This gene is a member of the ABC1 subfamily and is clustered with four other ABC1 family members on chromosome 17q24. Transcriptional expression of this gene is induced during monocyte differentiation into macrophages and is suppressed by cholesterol import.	ABCA9
