query	_id	_score	entrezgene	name	summary	symbol
SRPX2	27286	95.405426	27286.0	sushi repeat containing protein, X-linked 2	This gene encodes a secreted protein that contains three sushi repeat motifs. The encoded protein may play a role in the development of speech and language centers in the brain. This protein may also be involved in angiogenesis. Mutations in this gene are the cause of bilateral perisylvian polymicrogyria, rolandic epilepsy, speech dyspraxia and mental retardation.	SRPX2
ZNF662	389114	103.66068	389114.0	zinc finger protein 662		ZNF662
MTMR3	8897	95.14706	8897.0	myotubularin related protein 3	This gene encodes a member of the myotubularin dual specificity protein phosphatase gene family. The encoded protein is structurally similar to myotubularin but in addition contains a FYVE domain and an N-terminal PH-GRAM domain. The protein can self-associate and also form heteromers with another myotubularin related protein. The protein binds to phosphoinositide lipids through the PH-GRAM domain, and can hydrolyze phosphatidylinositol(3)-phosphate and phosphatidylinositol(3,5)-biphosphate in vitro. The encoded protein has been observed to have a perinuclear, possibly membrane-bound, distribution in cells, but it has also been found free in the cytoplasm. Multiple transcript variants encoding different isoforms have been found for this gene.	MTMR3
FMO2	2327	99.44547	2327.0	flavin containing monooxygenase 2	This gene encodes a flavin-containing monooxygenase family member. It is an NADPH-dependent enzyme that catalyzes the N-oxidation of some primary alkylamines through an N-hydroxylamine intermediate. However, some human populations contain an allele (FMO2*2A) with a premature stop codon, resulting in a protein that is C-terminally-truncated, has no catalytic activity, and is likely degraded rapidly. This gene is found in a cluster with other related family members on chromosome 1. Alternative splicing results in multiple transcript variants.	FMO2
DLEC1	9940	93.86855	9940.0	deleted in lung and esophageal cancer 1	The cytogenetic location of this gene is 3p21.3, and it is located in a region that is commonly deleted in a variety of malignancies. Down-regulation of this gene has been observed in several human cancers including lung, esophageal, renal tumors, and head and neck squamous cell carcinoma. In some cases, reduced expression of this gene in tumor cells is a result of aberrant promoter methylation. Several alternatively spliced transcripts have been observed that contain disrupted coding regions and likely encode nonfunctional proteins.	DLEC1
MYSM1	114803	92.57009	114803.0	Myb like, SWIRM and MPN domains 1		MYSM1
SULT1E1	6783	100.283905	6783.0	sulfotransferase family 1E member 1	Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones, neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specificities. The gene structure (number and length of exons) is similar among family members. This gene encodes a protein that transfers a sulfo moiety to and from estrone, which may control levels of estrogen receptors.	SULT1E1
GATA5	140628	94.68412	140628.0	GATA binding protein 5	The protein encoded by this gene is a transcription factor that contains two GATA-type zinc fingers. The encoded protein is known to bind to hepatocyte nuclear factor-1alpha (HNF-1alpha), and this interaction is essential for cooperative activation of the intestinal lactase-phlorizin hydrolase promoter. In other organisms, similar proteins may be involved in the establishment of cardiac smooth muscle cell diversity.	GATA5
RSPO3	84870	91.32974	84870.0	R-spondin 3	This gene belongs to the R-spondin family. The encoded protein plays a role in the regulation of Wnt (wingless-type MMTV integration site family)/beta-catenin and Wnt/planar cell polarity (PCP) signaling pathways, which are involved in development, cell growth and disease pathogenesis. Genome-wide association studies suggest a correlation of this gene with bone mineral density and risk of fracture. This gene may be involved in tumor development.	RSPO3
SYT9	143425	94.91232	143425.0	synaptotagmin 9		SYT9
NPY1R	4886	96.42041	4886.0	neuropeptide Y receptor Y1	This gene belongs to the G-protein-coupled receptor superfamily. The encoded transmembrane protein mediates the function of neuropeptide Y (NPY), a neurotransmitter, and peptide YY (PYY), a gastrointestinal hormone. The encoded receptor undergoes fast agonist-induced internalization through clathrin-coated pits and is subsequently recycled back to the cell membrane. Activation of Y1 receptors may result in mobilization of intracellular calcium and inhibition of adenylate cyclase activity.	NPY1R
DDX5	1655	93.87053	1655.0	DEAD-box helicase 5	DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure, such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Based on their distribution patterns, some members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene encodes a DEAD box protein, which is a RNA-dependent ATPase, and also a proliferation-associated nuclear antigen, specifically reacting with the simian virus 40 tumor antigen. Alternative splicing results in multiple transcript variants.	DDX5
L3MBTL4	91133	99.04424	91133.0	l(3)mbt-like 4 (Drosophila)		L3MBTL4
PAPLN	89932	97.298706	89932.0	papilin, proteoglycan like sulfated glycoprotein		PAPLN
DUOX1	53905	98.66742	53905.0	dual oxidase 1	The protein encoded by this gene is a glycoprotein and a member of the NADPH oxidase family. The synthesis of thyroid hormone is catalyzed by a protein complex located at the apical membrane of thyroid follicular cells. This complex contains an iodide transporter, thyroperoxidase, and a peroxide generating system that includes proteins encoded by this gene and the similar DUOX2 gene. This protein is known as dual oxidase because it has both a peroxidase homology domain and a gp91phox domain. This protein generates hydrogen peroxide and thereby plays a role in the activity of thyroid peroxidase, lactoperoxidase, and in lactoperoxidase-mediated antimicrobial defense at mucosal surfaces. Two alternatively spliced transcript variants encoding the same protein have been described for this gene.	DUOX1
GORASP1	64689	99.02515	64689.0	golgi reassembly stacking protein 1	The Golgi complex plays a key role in the sorting and modification of proteins exported from the endoplasmic reticulum. The protein encoded by this gene is a membrane protein involved in establishing the stacked structure of the Golgi apparatus. It is a caspase-3 substrate, and cleavage of this encoded protein contributes to Golgi fragmentation in apoptosis. This encoded protein can form a complex with the Golgi matrix protein GOLGA2, and this complex binds to the vesicle docking protein p115. Alternative splicing results in multiple transcript variants of this gene.	GORASP1
DES	1674	95.14645	1674.0	desmin	This gene encodes a muscle-specific class III intermediate filament. Homopolymers of this protein form a stable intracytoplasmic filamentous network connecting myofibrils to each other and to the plasma membrane. Mutations in this gene are associated with desmin-related myopathy, a familial cardiac and skeletal myopathy (CSM), and with distal myopathies.	DES
CNTN6	27255	94.91201	27255.0	contactin 6	The protein encoded by this gene is a member of the immunoglobulin superfamily. It is a glycosylphosphatidylinositol (GPI)-anchored neuronal membrane protein that functions as a cell adhesion molecule. It may play a role in the formation of axon connections in the developing nervous system. Alternative splicing results in multiple transcript variants.	CNTN6
TRIM54	57159	96.16593	57159.0	tripartite motif containing 54	The protein encoded by this gene contains a RING finger motif and is highly similar to the ring finger proteins RNF28/MURF1 and RNF29/MURF2. In vitro studies demonstrated that this protein, RNF28, and RNF29 form heterodimers, which may be important for the regulation of titin kinase and microtubule-dependent signal pathways in striated muscles. Alternatively spliced transcript variants encoding distinct isoforms have been reported.	TRIM54
PTGDS	5730	96.413475	5730.0	prostaglandin D2 synthase	The protein encoded by this gene is a glutathione-independent prostaglandin D synthase that catalyzes the conversion of prostaglandin H2 (PGH2) to postaglandin D2 (PGD2). PGD2 functions as a neuromodulator as well as a trophic factor in the central nervous system. PGD2 is also involved in smooth muscle contraction/relaxation and is a potent inhibitor of platelet aggregation. This gene is preferentially expressed in brain. Studies with transgenic mice overexpressing this gene suggest that this gene may be also involved in the regulation of non-rapid eye movement sleep.	PTGDS
TDRD10	126668	99.04424	126668.0	tudor domain containing 10		TDRD10
PKHD1L1	93035	98.646255	93035.0	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1		PKHD1L1
ADAMTSL2	9719	95.647766	9719.0	ADAMTS like 2	This gene encodes a member of the ADAMTS (a disintegrin and metalloproteinase with thrombospondin motifs) and ADAMTS-like protein family. Members of the family share several distinct protein modules, including a propeptide region, a metalloproteinase domain, a disintegrin-like domain, and a thrombospondin type 1 (TS) motif. Individual members of this family differ in the number of C-terminal TS motifs, and some have unique C-terminal domains. The protein encoded by this gene lacks the protease domain, and is therefore of a member of the the ADAMTS-like protein subfamily. It is a secreted glycoprotein that binds the cell surface and extracellular matrix; it also interacts with latent transforming growth factor beta binding protein 1. Mutations in this gene have been associated with geleophysic dysplasia.	ADAMTSL2
TNNT2	7139	95.38492	7139.0	troponin T2, cardiac type	The protein encoded by this gene is the tropomyosin-binding subunit of the troponin complex, which is located on the thin filament of striated muscles and regulates muscle contraction in response to alterations in intracellular calcium ion concentration. Mutations in this gene have been associated with familial hypertrophic cardiomyopathy as well as with dilated cardiomyopathy. Transcripts for this gene undergo alternative splicing that results in many tissue-specific isoforms, however, the full-length nature of some of these variants has not yet been determined.	TNNT2
SLC11A1	6556	95.88278	6556.0	solute carrier family 11 member 1	This gene is a member of the solute carrier family 11 (proton-coupled divalent metal ion transporters) family and encodes a multi-pass membrane protein. The protein functions as a divalent transition metal (iron and manganese) transporter involved in iron metabolism and host resistance to certain pathogens. Mutations in this gene have been associated with susceptibility to infectious diseases such as tuberculosis and leprosy, and inflammatory diseases such as rheumatoid arthritis and Crohn disease. Alternatively spliced variants that encode different protein isoforms have been described but the full-length nature of only one has been determined.	SLC11A1
NXF3	56000	100.750496	56000.0	nuclear RNA export factor 3	This gene is one member of a family of nuclear RNA export factor genes. Common domain features of this family are a noncanonical RNP-type RNA-binding domain (RBD), 4 leucine-rich repeats (LRRs), a nuclear transport factor 2 (NTF2)-like domain that allows heterodimerization with NTF2-related export protein-1 (NXT1), and a ubiquitin-associated domain that mediates interactions with nucleoporins. The LRRs and NTF2-like domains are required for export activity. Alternative splicing seems to be a common mechanism in this gene family. The encoded protein of this gene has shortened LRR and ubiquitin-associated domains and its RDB is unable to bind RNA. It is located in the nucleoplasm but is not associated with either the nuclear envelope or the nucleolus.	NXF3
AHSA2	130872	94.25669	130872.0	activator of HSP90 ATPase homolog 2		AHSA2
TTN	7273	94.91201	7273.0	titin	This gene encodes a large abundant protein of striated muscle. The product of this gene is divided into two regions, a N-terminal I-band and a C-terminal A-band. The I-band, which is the elastic part of the molecule, contains two regions of tandem immunoglobulin domains on either side of a PEVK region that is rich in proline, glutamate, valine and lysine. The A-band, which is thought to act as a protein-ruler, contains a mixture of immunoglobulin and fibronectin repeats, and possesses kinase activity. An N-terminal Z-disc region and a C-terminal M-line region bind to the Z-line and M-line of the sarcomere, respectively, so that a single titin molecule spans half the length of a sarcomere. Titin also contains binding sites for muscle associated proteins so it serves as an adhesion template for the assembly of contractile machinery in muscle cells. It has also been identified as a structural protein for chromosomes. Alternative splicing of this gene results in multiple transcript variants. Considerable variability exists in the I-band, the M-line and the Z-disc regions of titin. Variability in the I-band region contributes to the differences in elasticity of different titin isoforms and, therefore, to the differences in elasticity of different muscle types. Mutations in this gene are associated with familial hypertrophic cardiomyopathy 9, and autoantibodies to titin are produced in patients with the autoimmune disease scleroderma.	TTN
SCNN1A	6337	95.143684	6337.0	sodium channel epithelial 1 alpha subunit	Nonvoltage-gated, amiloride-sensitive, sodium channels control fluid and electrolyte transport across epithelia in many organs. These channels are heteromeric complexes consisting of 3 subunits: alpha, beta, and gamma. This gene encodes the alpha subunit, and mutations in this gene have been associated with pseudohypoaldosteronism type 1 (PHA1), a rare salt wasting disease resulting from target organ unresponsiveness to mineralocorticoids. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.	SCNN1A
AMT	275	96.14507	275.0	aminomethyltransferase	This gene encodes one of four critical components of the glycine cleavage system. Mutations in this gene have been associated with glycine encephalopathy. Multiple transcript variants encoding different isoforms have been found for this gene.	AMT
CCDC57	284001	95.3786	284001.0	coiled-coil domain containing 57		CCDC57
BAHCC1	57597	97.01221	57597.0	BAH domain and coiled-coil containing 1		BAHCC1
CHKB	1120	97.31618	1120.0	choline kinase beta	Choline kinase (CK) and ethanolamine kinase (EK) catalyze the phosphorylation of choline/ethanolamine to phosphocholine/phosphoethanolamine. This is the first enzyme in the biosynthesis of phosphatidylcholine/phosphatidylethanolamine in all animal cells. The highly purified CKs from mammalian sources and their recombinant gene products have been shown to have EK activity also, indicating that both activities reside on the same protein. The choline kinase-like protein encoded by CHKL belongs to the choline/ethanolamine kinase family; however, its exact function is not known. Read-through transcripts are expressed from this locus that include exons from the downstream CPT1B locus.	CHKB
KCNQ1	3784	95.62866	3784.0	potassium voltage-gated channel subfamily Q member 1	This gene encodes a voltage-gated potassium channel required for repolarization phase of the cardiac action potential. This protein can form heteromultimers with two other potassium channel proteins, KCNE1 and KCNE3. Mutations in this gene are associated with hereditary long QT syndrome 1 (also known as Romano-Ward syndrome), Jervell and Lange-Nielsen syndrome, and familial atrial fibrillation. This gene exhibits tissue-specific imprinting, with preferential expression from the maternal allele in some tissues, and biallelic expression in others. This gene is located in a region of chromosome 11 amongst other imprinted genes that are associated with Beckwith-Wiedemann syndrome (BWS), and itself has been shown to be disrupted by chromosomal rearrangements in patients with BWS. Alternatively spliced transcript variants have been found for this gene.	KCNQ1
COL4A4	1286	96.14507	1286.0	collagen type IV alpha 4 chain	This gene encodes one of the six subunits of type IV collagen, the major structural component of basement membranes. This particular collagen IV subunit, however, is only found in a subset of basement membranes. Like the other members of the type IV collagen gene family, this gene is organized in a head-to-head conformation with another type IV collagen gene so that each gene pair shares a common promoter. Mutations in this gene are associated with type II autosomal recessive Alport syndrome (hereditary glomerulonephropathy) and with familial benign hematuria (thin basement membrane disease). Two transcripts, differing only in their transcription start sites, have been identified for this gene and, as is common for collagen genes, multiple polyadenylation sites are found in the 3' UTR.	COL4A4
IGFBP6	3489	97.31859	3489.0	insulin like growth factor binding protein 6		IGFBP6
SHE	126669	95.382614	126669.0	Src homology 2 domain containing E		SHE
ARGLU1	55082	94.91569	55082.0	arginine and glutamate rich 1		ARGLU1
ACAD8	27034	92.58919	27034.0	acyl-CoA dehydrogenase family member 8	This gene encodes a member of the acyl-CoA dehydrogenase family of enzymes that catalyze the dehydrogenation of acyl-CoA derivatives in the metabolism of fatty acids or branch chained amino acids. The encoded protein is a mitochondrial enzyme that functions in catabolism of the branched-chain amino acid valine. Defects in this gene are the cause of isobutyryl-CoA dehydrogenase deficiency.	ACAD8
PCDH10	57575	95.647766	57575.0	protocadherin 10	This gene belongs to the protocadherin gene family, a subfamily of the cadherin superfamily. This family member contains 6 extracellular cadherin domains, a transmembrane domain and a cytoplasmic tail differing from those of the classical cadherins. The encoded protein is a cadherin-related neuronal receptor thought to function in the establishment of specific cell-cell connections in the brain. This gene plays a role in inhibiting cancer cell motility and cell migration. Alternative splicing results in multiple transcript variants encoding different isoforms.	PCDH10
NEIL1	79661	92.07968	79661.0	nei like DNA glycosylase 1	This gene is a member of the Nei endonuclease VIII-like gene family which encodes DNA glycosylases. The encoded enzyme participates in the DNA repair pathway by initiating base excision repair by removing damaged bases, primarily oxidized pyrimidines. Multiple transcript variants encoding different isoforms have been found for this gene.	NEIL1
RNPC3	55599	94.2785	55599.0	RNA binding region (RNP1, RRM) containing 3	Two types of spliceosomes catalyze splicing of pre-mRNAs. The major U2-type spliceosome is found in all eukaryotes and removes U2-type introns, which represent more than 99% of pre-mRNA introns. The minor U12-type spliceosome is found in some eukaryotes and removes U12-type introns, which are rare and have distinct splice consensus signals. The U12-type spliceosome consists of several small nuclear RNAs and associated proteins. This gene encodes a 65K protein that is a component of the U12-type spliceosome. This protein contains two RNA recognition motifs (RRMs), suggesting that it may contact one of the small nuclear RNAs of the minor spliceosome.	RNPC3
AGO4	192670	95.14337	192670.0	argonaute 4, RISC catalytic component	This gene encodes a member of the Argonaute family of proteins which play a role in RNA interference. The encoded protein is highly basic containing PAZ and PIWI domains, and it may play a role in short-interfering-RNA-mediated gene silencing. This gene is located on chromosome 1 in a cluster of closely related family members including argonaute 3, and eukaryotic translation initiation factor 2C, 1.	AGO4
NRBP2	340371	93.092	340371.0	nuclear receptor binding protein 2		NRBP2
SCN7A	6332	104.399956	6332.0	sodium voltage-gated channel alpha subunit 7	This gene encodes one of the many voltage-gated sodium channel proteins. For proper functioning of neurons and muscles during action potentials, voltage-gated sodium channels direct sodium ion diffusion for membrane depolarization. This sodium channel protein has some atypical characteristics; the similarity between the human and mouse proteins is lower compared to other orthologous sodium channel pairs. Also, the S4 segments, which sense voltage changes, have fewer positive charged residues that in other sodium channels; domain 4 has fewer arginine and lysine residues compared to other sodium channel proteins. Several alternatively spliced transcript variants exist, but the full-length natures of all of them remain unknown.	SCN7A
PDGFRA	5156	96.70164	5156.0	platelet derived growth factor receptor alpha	This gene encodes a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer or a heterodimer, composed of both platelet-derived growth factor receptor alpha and beta polypeptides. Studies suggest that this gene plays a role in organ development, wound healing, and tumor progression. Mutations in this gene have been associated with idiopathic hypereosinophilic syndrome, somatic and familial gastrointestinal stromal tumors, and a variety of other cancers.	PDGFRA
INMT	11185	101.27749	11185.0	indolethylamine N-methyltransferase	N-methylation of endogenous and xenobiotic compounds is a major method by which they are degraded. This gene encodes an enzyme that N-methylates indoles such as tryptamine. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the downstream FAM188B (family with sequence similarity 188, member B) gene.	INMT
RP5-966M1.6	ENSG00000243696	116.89123				RP5-966M1.6
TLE2	7089	95.40171	7089.0	transducin like enhancer of split 2		TLE2
MKNK1	8569	93.65617	8569.0	MAP kinase interacting serine/threonine kinase 1	This gene encodes a Ser/Thr protein kinase that interacts with, and is activated by ERK1 and p38 mitogen-activated protein kinases, and thus may play a role in the response to environmental stress and cytokines. This kinase may also regulate transcription by phosphorylating eIF4E via interaction with the C-terminal region of eIF4G. Alternatively spliced transcript variants have been noted for this gene.	MKNK1
CYP4B1	1580	113.72781	1580.0	cytochrome P450 family 4 subfamily B member 1	This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum. In rodents, the homologous protein has been shown to metabolize certain carcinogens; however, the specific function of the human protein has not been determined. Multiple transcript variants have been found for this gene.	CYP4B1
KRT5	3852	97.944916	3852.0	keratin 5	The protein encoded by this gene is a member of the keratin gene family. The type II cytokeratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chains coexpressed during differentiation of simple and stratified epithelial tissues. This type II cytokeratin is specifically expressed in the basal layer of the epidermis with family member KRT14. Mutations in these genes have been associated with a complex of diseases termed epidermolysis bullosa simplex. The type II cytokeratins are clustered in a region of chromosome 12q12-q13.	KRT5
KRT4	3851	100.30571	3851.0	keratin 4	The protein encoded by this gene is a member of the keratin gene family. The type II cytokeratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chains coexpressed during differentiation of simple and stratified epithelial tissues. This type II cytokeratin is specifically expressed in differentiated layers of the mucosal and esophageal epithelia with family member KRT13. Mutations in these genes have been associated with White Sponge Nevus, characterized by oral, esophageal, and anal leukoplakia. The type II cytokeratins are clustered in a region of chromosome 12q12-q13.	KRT4
FBXO9	26268	94.05032	26268.0	F-box protein 9	This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class. Alternative splicing of this gene generates at least 3 transcript variants diverging at the 5' terminus.	FBXO9
CBLN4	140689	98.28248	140689.0	cerebellin 4 precursor	This gene encodes a member of a family of small secreted proteins containing C1Q domains. Members of this family are involved in regulation of neurexin signalling during synapse development. The mouse homolog of the protein encoded by this gene competes with netrin to bind to the deleted in colorectal cancer receptor.	CBLN4
NR2F1	7025	95.16694	7025.0	nuclear receptor subfamily 2 group F member 1	The protein encoded by this gene is a nuclear hormone receptor and transcriptional regulator. The encoded protein acts as a homodimer and binds to 5'-AGGTCA-3' repeats. Defects in this gene are a cause of Bosch-Boonstra optic atrophy syndrome (BBOAS).	NR2F1
TMEM200C	645369	94.05032	645369.0	transmembrane protein 200C		TMEM200C
NPM2	10361	97.61215	10361.0	nucleophosmin/nucleoplasmin 2		NPM2
FGF17	8822	97.61445	8822.0	fibroblast growth factor 17	This gene encodes a member of the fibroblast growth factor (FGF) family. Member of the FGF family possess broad mitogenic and cell survival activities, and are involved in a variety of biological processes including embryonic development cell growth, morphogenesis, tissue repair, tumor growth and invasion. This protein is expressed during embryogenesis and in the adult cerebellum and cortex and may be essential for vascular growth and normal brain development. Mutations in this gene are the cause of hypogonadotropic hypogonadism 20 with or without anosmia. Alternate splicing results in multiple transcript variants.	FGF17
TCF21	6943	94.25345	6943.0	transcription factor 21	TCF21 encodes a transcription factor of the basic helix-loop-helix family. The TCF21 product is mesoderm specific, and expressed in embryonic epicardium, mesenchyme-derived tissues of lung, gut, gonad, and both mesenchymal and glomerular epithelial cells in the kidney. Two transcript variants encoding the same protein have been found for this gene.	TCF21
SZT2	23334	96.41704	23334.0	seizure threshold 2 homolog (mouse)	The protein encoded by this gene is expressed in the brain, predominantly in the parietal and frontal cortex as well as in dorsal root ganglia. It is localized to the peroxisome, and is implicated in resistance to oxidative stress. It likely functions by increasing superoxide dismutase (SOD) activity, but itself has no direct SOD activity. Studies in mice show that this gene confers low seizure threshold, and may also enhance epileptogenesis.	SZT2
NKD2	85409	97.96479	85409.0	naked cuticle homolog 2	This gene encodes a member of a family of proteins that function as negative regulators of Wnt receptor signaling through interaction with Dishevelled family members. The encoded protein participates in the delivery of transforming growth factor alpha-containing vesicles to the cell membrane. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	NKD2
PHYHD1	254295	94.260376	254295.0	phytanoyl-CoA dioxygenase domain containing 1		PHYHD1
CRHBP	1393	93.85176	1393.0	corticotropin releasing hormone binding protein	Corticotropin-releasing hormone is a potent stimulator of synthesis and secretion of preopiomelanocortin-derived peptides. Although CRH concentrations in the human peripheral circulation are normally low, they increase throughout pregnancy and fall rapidly after parturition. Maternal plasma CRH probably originates from the placenta. Human plasma contains a CRH-binding protein which inactivates CRH and which may prevent inappropriate pituitary-adrenal stimulation in pregnancy.	CRHBP
TRIM66	9866	95.40366	9866.0	tripartite motif containing 66		TRIM66
TPCN2	219931	92.260666	219931.0	two pore segment channel 2	This gene encodes a putative cation-selective ion channel with two repeats of a six-transmembrane-domain. The protein localizes to lysosomal membranes and enables nicotinic acid adenine dinucleotide phosphate (NAADP) -induced calcium ion release from lysosome-related stores. This ubiquitously expressed gene has elevated expression in liver and kidney. Two common nonsynonymous SNPs in this gene strongly associate with blond versus brown hair pigmentation.	TPCN2
NPY5R	4889	94.469795	4889.0	neuropeptide Y receptor Y5	The protein encoded by this gene is a receptor for neuropeptide Y and peptide YY. The encoded protein appears to be involved in regulating food intake, with defects in this gene being associated with eating disorders. Also, the encoded protein is involved in a pathway that protects neuroblastoma cells from chemotherapy-induced cell death, providing a possible therapeutic target against neuroblastoma. Three transcript variants encoding the same protein have been found for this gene.	NPY5R
MICALL2	79778	97.29501	79778.0	MICAL like 2		MICALL2
ABCA6	23460	97.941986	23460.0	ATP binding cassette subfamily A member 6	The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24 and may play a role in macrophage lipid homeostasis.	ABCA6
KY	339855	95.905594	339855.0	kyphoscoliosis peptidase		KY
STEAP4	79689	92.91415	79689.0	STEAP4 metalloreductase	The protein encoded by this gene belongs to the STEAP (six transmembrane epithelial antigen of prostate) family, and resides in the golgi apparatus. It functions as a metalloreductase that has the ability to reduce both Fe(3+) to Fe(2+) and Cu(2+) to Cu(1+), using NAD(+) as acceptor. Studies in mice and human suggest that this gene maybe involved in adipocyte development and metabolism, and may contribute to the normal biology of the prostate cell, as well as prostate cancer progression. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	STEAP4
